# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1939599	1940291	+					cmk	885157	Rv1712	693		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1939599	1940291	+	NP_216228.1	WP_003408441.1		cytidylate kinase	cmk	885157	Rv1712	693	230	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1940288	1941679	+					engA	885086	Rv1713	1392		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1940288	1941679	+	NP_216229.1	WP_003898984.1		GTPase Der	engA	885086	Rv1713	1392	463	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1941853	1942665	+						885159	Rv1714	813		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1941853	1942665	+	NP_216230.1	WP_003408444.1		oxidoreductase		885159	Rv1714	813	270	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1942659	1943573	+					fadB3	885160	Rv1715	915		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1942659	1943573	+	YP_177829.1	WP_003898985.1		3-hydroxybutyryl-CoA dehydrogenase FadB	fadB3	885160	Rv1715	915	304	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1943576	1944406	+						885162	Rv1716	831		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1943576	1944406	+	NP_216232.1	WP_003916848.1		hypothetical protein		885162	Rv1716	831	276	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1944406	1944756	+						885166	Rv1717	351		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1944406	1944756	+	NP_216233.1	WP_003898986.1		hypothetical protein		885166	Rv1717	351	116	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1944809	1945627	+						885169	Rv1718	819		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1944809	1945627	+	NP_216234.1	WP_003408456.1		hypothetical protein		885169	Rv1718	819	272	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1945641	1946420	+						885170	Rv1719	780		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1945641	1946420	+	NP_216235.1	WP_003408460.1		transcriptional regulator		885170	Rv1719	780	259	
gene	tRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1946613	1946686	+					proT	2700455	Rvnt21	74		
tRNA		GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1946613	1946686	+				tRNA-Pro	proT	2700455	Rvnt21	74		anticodon=GGG
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947030	1947419	-					vapC12	885180	Rv1720c	390		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947030	1947419	-	NP_216236.1	WP_003408465.1		ribonuclease VapC12	vapC12	885180	Rv1720c	390	129	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947416	1947643	-					vapB12	885182	Rv1721c	228		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947416	1947643	-	NP_216237.2	WP_003408469.1		antitoxin VapB12	vapB12	885182	Rv1721c	228	75	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947861	1949345	+						885183	Rv1722	1485		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1947861	1949345	+	NP_216238.1	WP_003408473.1		carboxylase		885183	Rv1722	1485	494	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1949342	1950589	+						885185	Rv1723	1248		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1949342	1950589	+	NP_216239.1	WP_003408476.1		hydrolase		885185	Rv1723	1248	415	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1950632	1951051	-						885189	Rv1724c	420		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1950632	1951051	-	NP_216240.1	WP_003408483.1		hypothetical protein		885189	Rv1724c	420	139	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1951041	1951751	-						885191	Rv1725c	711		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1951041	1951751	-	NP_216241.1	WP_003408486.1		hypothetical protein		885191	Rv1725c	711	236	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1951852	1953237	+						885192	Rv1726	1386		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1951852	1953237	+	NP_216242.1	WP_003900395.1		oxidoreductase		885192	Rv1726	1386	461	
gene	ncRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1952291	1952503	-					AS1726	14515859	RVnc0047	213		
ncRNA	other	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1952291	1952503	-				Putative small regulatory RNA	AS1726	14515859	RVnc0047	213		
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1953270	1953839	+						887422	Rv1727	570		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1953270	1953839	+	NP_216243.1	WP_003408493.1		hypothetical protein		887422	Rv1727	570	189	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1953864	1954634	-						885193	Rv1728c	771		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1953864	1954634	-	NP_216244.1	WP_003408495.1		hypothetical protein		885193	Rv1728c	771	256	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1954631	1955569	-						885194	Rv1729c	939		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1954631	1955569	-	NP_216245.1	WP_003408497.1		S-adenosylmethionine-dependent methyltransferase		885194	Rv1729c	939	312	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1955692	1957245	-						885202	Rv1730c	1554		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1955692	1957245	-	NP_216246.1	WP_003408499.1		penicillin-binding protein		885202	Rv1730c	1554	517	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1957677	1959233	+					gabD2	885204	Rv1731	1557		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1957677	1959233	+	NP_214748.2	WP_003898989.1		succinate-semialdehyde dehydrogenase	gabD2	885204	Rv1731	1557	518	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1959243	1959791	-						885211	Rv1732c	549		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1959243	1959791	-	NP_216248.1	WP_003408503.1		hypothetical protein		885211	Rv1732c	549	182	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1959855	1960487	-						885214	Rv1733c	633		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1959855	1960487	-	NP_216249.1	WP_003911592.1		transmembrane protein		885214	Rv1733c	633	210	
gene	ncRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1960667	1960783	+					MTS1338	14515860	RVnc0036	117		
ncRNA	other	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1960667	1960783	+				Putative small regulatory RNA	MTS1338	14515860	RVnc0036	117		
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1960774	1961016	-						885212	Rv1734c	243		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1960774	1961016	-	NP_216250.1	WP_003408509.1		hypothetical protein		885212	Rv1734c	243	80	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1961291	1961788	-						885216	Rv1735c	498		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1961291	1961788	-	NP_216251.1	WP_003408511.1		membrane protein		885216	Rv1735c	498	165	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1961887	1962129	-						19394674	Rv1735a	243		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1961887	1962129	-	YP_009030033.1	WP_003408513.1		hypothetical protein		19394674	Rv1735a	243	80	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1962228	1964186	-					narX	885213	Rv1736c	1959		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1962228	1964186	-	NP_216252.1	WP_003901238.1		nitrate reductase-like protein NarX	narX	885213	Rv1736c	1959	652	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1964183	1965370	-					narK2	885231	Rv1737c	1188		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1964183	1965370	-	NP_216253.1	WP_003898992.1		nitrate/nitrite transporter	narK2	885231	Rv1737c	1188	395	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1965657	1965941	+						885215	Rv1738	285		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1965657	1965941	+	NP_216254.1	WP_003408522.1		hypothetical protein		885215	Rv1738	285	94	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1965955	1967637	-						887208	Rv1739c	1683		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1965955	1967637	-	NP_216255.1	WP_003916850.1		sulfate ABC transporter permease		887208	Rv1739c	1683	560	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1967705	1967917	+					vapB34	885226	Rv1740	213		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1967705	1967917	+	NP_216256.1	WP_003408528.1		antitoxin VapB34	vapB34	885226	Rv1740	213	70	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1967917	1968165	+					vapC34	887165	Rv1741	249		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1967917	1968165	+	NP_216257.1	WP_003898996.1		ribonuclease VapC34	vapC34	887165	Rv1741	249	82	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1968173	1968910	+						885234	Rv1742	738		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1968173	1968910	+	NP_216258.1	WP_003898997.1		hypothetical protein		885234	Rv1742	738	245	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1969004	1970704	+					pknE	885284	Rv1743	1701		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1969004	1970704	+	NP_216259.1	WP_003898998.1		serine/threonine-protein kinase PknE	pknE	885284	Rv1743	1701	566	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1970989	1971390	-						885235	Rv1744c	402		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1970989	1971390	-	NP_216260.1	WP_003408538.1		membrane protein		885235	Rv1744c	402	133	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1971380	1971991	-					idi	885309	Rv1745c	612		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1971380	1971991	-	NP_216261.1	WP_003898999.1		isopentenyl-diphosphate delta-isomerase	idi	885309	Rv1745c	612	203	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1972138	1973568	+					pknF	885275	Rv1746	1431		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1972138	1973568	+	NP_216262.1	WP_003899000.1		serine/threonine-protein kinase PknF	pknF	885275	Rv1746	1431	476	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1973630	1976227	+						885311	Rv1747	2598		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1973630	1976227	+	NP_216263.1	WP_003408545.1		ABC transporter ATP-binding protein/permease		885311	Rv1747	2598	865	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1976600	1977331	+						885288	Rv1748	732		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1976600	1977331	+	NP_216264.1	WP_003408551.1		hypothetical protein		885288	Rv1748	732	243	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1977328	1977885	-						885322	Rv1749c	558		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1977328	1977885	-	NP_216265.1	WP_003408556.1		integral membrane protein		885322	Rv1749c	558	185	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1977969	1979567	-					fadD1	885310	Rv1750c	1599		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1977969	1979567	-	NP_216266.1	WP_003408558.1		fatty-acid--CoA ligase FadD1	fadD1	885310	Rv1750c	1599	532	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1979621	1981003	+						885489	Rv1751	1383		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1979621	1981003	+	NP_216267.1	WP_003408560.1		oxidoreductase		885489	Rv1751	1383	460	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1981130	1981579	+						885313	Rv1752	450		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1981130	1981579	+	NP_216268.1	WP_003408562.1		hypothetical protein		885313	Rv1752	450	149	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1981614	1984775	-					PPE24	885544	Rv1753c	3162		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1981614	1984775	-	YP_177830.1	WP_010886126.1		PPE family protein PPE24	PPE24	885544	Rv1753c	3162	1053	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1984979	1986670	-						885467	Rv1754c	1692		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1984979	1986670	-	NP_216270.1	WP_003408678.1		hypothetical protein		885467	Rv1754c	1692	563	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1989042	1989566	+					cut1	885552	Rv1758	525		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1989042	1989566	+	NP_216274.1	WP_009934708.1		cutinase	cut1	885552	Rv1758	525	174	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1989833	1992577	-					wag22	885325	Rv1759c	2745		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1989833	1992577	-	YP_177831.1	WP_010886128.1		PE-PGRS family protein Wag22	wag22	885325	Rv1759c	2745	914	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1993153	1994661	+						885556	Rv1760	1509		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1993153	1994661	+	NP_216276.1	WP_010886129.1		diacylglycerol acyltransferase		885556	Rv1760	1509	502	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1994671	1995054	-						885436	Rv1761c	384		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1994671	1995054	-	NP_216277.1	WP_003899008.1		hypothetical protein		885436	Rv1761c	384	127	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1995054	1995842	-						885373	Rv1762c	789		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1995054	1995842	-	NP_216278.1	WP_003899009.1		hypothetical protein		885373	Rv1762c	789	262	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1997418	1998515	-						885256	Rv1765c	1098		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1997418	1998515	-	NP_216281.1	WP_010886130.1		hypothetical protein		885256	Rv1765c	1098	365	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1999737	2000006	+						885427	Rv1766	270		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1999737	2000006	+	NP_216282.2	WP_003899012.1		hypothetical protein		885427	Rv1766	270	89	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2000074	2000433	+						885443	Rv1767	360		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2000074	2000433	+	NP_216283.1	WP_003408743.1		hypothetical protein		885443	Rv1767	360	119	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2000614	2002470	+					PE_PGRS31	885429	Rv1768	1857		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2000614	2002470	+	YP_177832.1	WP_003905649.1		PE-PGRS family protein PE_PGRS31	PE_PGRS31	885429	Rv1768	1857	618	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2002626	2003870	+						885420	Rv1769	1245		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2002626	2003870	+	NP_216285.1	WP_003904700.1		hypothetical protein		885420	Rv1769	1245	414	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2003878	2005164	+						885415	Rv1770	1287		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2003878	2005164	+	NP_216286.1	WP_003899014.1		hypothetical protein		885415	Rv1770	1287	428	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2005161	2006447	+						885441	Rv1771	1287		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2005161	2006447	+	NP_216287.1	WP_003408749.1		L-gulono-1,4-lactone dehydrogenase		885441	Rv1771	1287	428	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2006636	2006947	+						885920	Rv1772	312		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2006636	2006947	+	NP_216288.1	WP_003408753.1		hypothetical protein		885920	Rv1772	312	103	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2007020	2007766	-						885342	Rv1773c	747		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2007020	2007766	-	NP_216289.1	WP_003408754.1		transcriptional regulator		885342	Rv1773c	747	248	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2007832	2009172	+						885367	Rv1774	1341		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2007832	2009172	+	NP_216290.1	WP_003899017.1		oxidoreductase		885367	Rv1774	1341	446	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2009172	2009990	+						885842	Rv1775	819		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2009172	2009990	+	NP_216291.1	WP_003408760.1		hypothetical protein		885842	Rv1775	819	272	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2009995	2010555	-						885821	Rv1776c	561		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2009995	2010555	-	NP_216292.1	WP_003899018.1		transcriptional regulator		885821	Rv1776c	561	186	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2010656	2011960	+					cyp144	885839	Rv1777	1305		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2010656	2011960	+	NP_216293.1	WP_003408772.1		cytochrome P450 Cyp144	cyp144	885839	Rv1777	1305	434	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2012081	2012530	-						885424	Rv1778c	450		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2012081	2012530	-	NP_216294.1	WP_003408775.1		hypothetical protein		885424	Rv1778c	450	149	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2012686	2014479	-						885829	Rv1779c	1794		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2012686	2014479	-	NP_216295.1	WP_003408781.1		integral membrane protein		885829	Rv1779c	1794	597	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2014699	2015262	+						885851	Rv1780	564		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2014699	2015262	+	NP_216296.1	WP_003408792.1		hypothetical protein		885851	Rv1780	564	187	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2015302	2017476	-					malQ	885854	Rv1781c	2175		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2015302	2017476	-	NP_216297.1	WP_003408795.1		4-alpha-glucanotransferase	malQ	885854	Rv1781c	2175	724	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2017740	2019260	+					eccB5	885347	Rv1782	1521		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2017740	2019260	+	NP_216298.1	WP_003899021.1		ESX-5 type VII secretion system protein EccB5	eccB5	885347	Rv1782	1521	506	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2019257	2023432	+					eccC5	885898	Rv1783	4176		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2019257	2023432	+	YP_007410461.1	WP_003408799.1		ESX-5 type VII secretion system protein EccC5	eccC5	885898	Rv1783	4176	1391	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2023447	2024628	-					cyp143	885907	Rv1785c	1182		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2023447	2024628	-	NP_216301.1	WP_003408802.1		cytochrome P450 Cyp143	cyp143	885907	Rv1785c	1182	393	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2024828	2025031	+						885846	Rv1786	204		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2024828	2025031	+	NP_216302.1	WP_003408803.1		ferredoxin		885846	Rv1786	204	67	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2025301	2026398	+					PPE25	885827	Rv1787	1098		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2025301	2026398	+	YP_177833.1	WP_003901254.1		PPE family protein PPE25	PPE25	885827	Rv1787	1098	365	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2026477	2026776	+					PE18	885895	Rv1788	300		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2026477	2026776	+	YP_177834.1	WP_003408976.1		PE family protein PE18	PE18	885895	Rv1788	300	99	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2026790	2027971	+					PPE26	885333	Rv1789	1182		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2026790	2027971	+	YP_177835.1	WP_003408979.1		PPE family protein PPE26	PPE26	885333	Rv1789	1182	393	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2028425	2029477	+					PPE27	885859	Rv1790	1053		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2028425	2029477	+	YP_177836.1	WP_003408805.1		PPE family protein PPE27	PPE27	885859	Rv1790	1053	350	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2029904	2030203	+					PE19	885445	Rv1791	300		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2029904	2030203	+	YP_177837.1	WP_003408807.1		PE family protein PE19	PE19	885445	Rv1791	300	99	
gene	pseudogene	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2030347	2030643	+					esxM	886252	Rv1792	297		pseudo;pseudogene
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2030694	2030978	+					esxN	885448	Rv1793	285		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2030694	2030978	+	YP_177838.1	WP_003408840.1		ESAT-6 like protein EsxN	esxN	885448	Rv1793	285	94	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2031066	2031968	+						885881	Rv1794	903		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2031066	2031968	+	NP_216310.1	WP_003408846.1		hypothetical protein		885881	Rv1794	903	300	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2032240	2033751	+					eccD5	885628	Rv1795	1512		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2032240	2033751	+	NP_216311.1	WP_003900411.1		ESX-5 type VII secretion system protein EccD	eccD5	885628	Rv1795	1512	503	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2033729	2035486	+					mycP5	885879	Rv1796	1758		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2033729	2035486	+	NP_216312.1	WP_003408854.1		membrane-anchored mycosin MycP	mycP5	885879	Rv1796	1758	585	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2035483	2036703	+					eccE5	885452	Rv1797	1221		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2035483	2036703	+	NP_216313.1	WP_003408859.1		ESX-5 type VII secretion system protein EccE	eccE5	885452	Rv1797	1221	406	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2036700	2038532	+					eccA5	885543	Rv1798	1833		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2036700	2038532	+	NP_216314.1	WP_003408868.1		ESX-5 type VII secretion system protein EccA	eccA5	885543	Rv1798	1833	610	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2039159	2039350	+					lppT	885901	Rv1799	192		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2039159	2039350	+	NP_216315.1	WP_003899024.1		lipoprotein LppT	lppT	885901	Rv1799	192	63	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2039453	2041420	+					PPE28	885465	Rv1800	1968		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2039453	2041420	+	YP_177839.1	WP_003901256.1		PPE family protein PPE28	PPE28	885465	Rv1800	1968	655	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	2042001	2043272	+					PPE29	885491	Rv1801	1272		
